0.5	0.51	0.53
0.5	0.51	0.53
0.5	0.51	0.52
0.5	0.51	0.51
0.5	0.51	0.5
0.5	0.51	0.49
0.5	0.51	0.5
0.5	0.51	0.49
0.5	0.51	0.48
0.5	0.51	0.49
0.5	0.51	0.49
0.5	0.51	0.48
0.5	0.51	0.49
0.5	0.51	0.49
0.5	0.51	0.49
0.5	0.51	0.49
0.5	0.51	0.48
0.5	0.51	0.49
0.5	0.51	0.5
0.5	0.51	0.49
0.5	0.51	0.5
0.5	0.51	0.5
0.5	0.51	0.5
0.5	0.51	0.49
0.5	0.51	0.5
0.5	0.51	0.51
0.5	0.51	0.52
0.5	0.51	0.52
0.5	0.51	0.52
0.5	0.51	0.51
0.5	0.51	0.5
0.5	0.51	0.51
0.5	0.51	0.52
0.5	0.51	0.51
0.5	0.51	0.51
0.5	0.51	0.5
0.5	0.51	0.51
0.5	0.51	0.51
0.5	0.51	0.51
0.5	0.51	0.52
0.5	0.51	0.51
0.5	0.51	0.52
0.5	0.51	0.53
0.5	0.51	0.52
0.5	0.51	0.52
0.5	0.51	0.52
0.5	0.51	0.52
0.5	0.51	0.53
0.5	0.51	0.53
0.5	0.51	0.53
0.5	0.51	0.54
0.5	0.51	0.54
0.5	0.51	0.55
0.5	0.51	0.55
0.5	0.51	0.5600000000000001
0.5	0.51	0.55
0.5	0.51	0.54
0.5	0.51	0.53
0.5	0.51	0.54
0.5	0.51	0.53
0.5	0.51	0.53
0.5	0.51	0.53
0.5	0.51	0.53
0.5	0.51	0.52
0.5	0.51	0.51
0.5	0.51	0.52
0.5	0.51	0.53
0.5	0.51	0.52
0.5	0.51	0.51
0.5	0.51	0.51
0.5	0.51	0.52
0.5	0.51	0.53
0.5	0.51	0.52
0.5	0.51	0.52
0.5	0.51	0.51
0.5	0.51	0.52
0.5	0.51	0.52
0.5	0.51	0.53
0.5	0.51	0.53
0.5	0.51	0.52
0.5	0.51	0.52
0.5	0.51	0.51
0.5	0.51	0.51
0.5	0.51	0.51
0.5	0.51	0.51
0.5	0.51	0.52
0.5	0.51	0.53
0.5	0.51	0.52
0.5	0.51	0.52
0.5	0.51	0.51
0.5	0.51	0.52
0.5	0.51	0.53
0.5	0.51	0.52
0.49	0.51	0.51
0.49	0.51	0.52
0.49	0.51	0.51
0.49	0.51	0.52
0.49	0.51	0.52
0.49	0.51	0.51
0.49	0.51	0.52
0.49	0.51	0.53
0.49	0.51	0.53
0.49	0.51	0.54
0.49	0.51	0.55
0.49	0.51	0.5600000000000001
0.49	0.51	0.57
0.5	0.51	0.5600000000000001
0.5	0.51	0.5600000000000001
0.5	0.51	0.57
0.5	0.51	0.58
0.5	0.51	0.58
0.5	0.51	0.59
0.5	0.51	0.6
0.5	0.51	0.6
0.5	0.51	0.59
0.5	0.51	0.58
0.5	0.51	0.59
0.5	0.51	0.58
0.5	0.51	0.58
0.5	0.51	0.58
0.5	0.51	0.58
0.5	0.51	0.57
0.5	0.51	0.57
0.5	0.51	0.58
0.5	0.51	0.59
0.5	0.51	0.6
0.5	0.51	0.6
0.5	0.51	0.61
0.5	0.51	0.62
0.5	0.51	0.63
0.5	0.51	0.63
0.5	0.51	0.63
0.5	0.51	0.62
0.5	0.51	0.61
0.5	0.51	0.6
0.5	0.51	0.59
0.5	0.51	0.58
0.5	0.51	0.58
0.5	0.51	0.57
0.5	0.51	0.57
0.5	0.51	0.58
0.5	0.51	0.58
0.5	0.51	0.59
0.5	0.51	0.59
0.5	0.51	0.6
0.5	0.51	0.61
0.5	0.51	0.61
0.5	0.51	0.6
0.5	0.51	0.61
0.5	0.51	0.62
0.5	0.51	0.63
0.5	0.51	0.63
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.63
0.5	0.51	0.62
0.5	0.51	0.61
0.5	0.51	0.62
0.5	0.51	0.63
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.66
0.5	0.51	0.66
0.5	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.66
0.5	0.51	0.66
0.5	0.51	0.66
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.63
0.5	0.51	0.63
0.5	0.51	0.62
0.5	0.51	0.62
0.5	0.51	0.61
0.5	0.51	0.61
0.5	0.51	0.61
0.5	0.51	0.6
0.5	0.51	0.59
0.5	0.51	0.6
0.5	0.51	0.6
0.5	0.51	0.61
0.5	0.51	0.62
0.5	0.51	0.61
0.5	0.51	0.6
0.5	0.51	0.6
0.5	0.51	0.6
0.5	0.51	0.59
0.5	0.51	0.58
0.5	0.51	0.57
0.5	0.51	0.5600000000000001
0.5	0.51	0.55
0.5	0.51	0.55
0.5	0.51	0.54
0.5	0.51	0.55
0.5	0.51	0.5600000000000001
0.5	0.51	0.5600000000000001
0.5	0.51	0.57
0.51	0.51	0.57
0.51	0.51	0.58
0.5	0.51	0.57
0.5	0.51	0.58
0.5	0.51	0.59
0.5	0.51	0.59
0.5	0.51	0.58
0.5	0.51	0.59
0.5	0.51	0.6
0.5	0.51	0.59
0.5	0.51	0.58
0.5	0.51	0.59
0.5	0.51	0.6
0.5	0.51	0.61
0.5	0.51	0.62
0.5	0.51	0.61
0.5	0.51	0.62
0.5	0.51	0.61
0.5	0.51	0.62
0.5	0.51	0.63
0.5	0.51	0.63
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.63
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.66
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.63
0.5	0.51	0.63
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.63
0.5	0.51	0.62
0.5	0.51	0.62
0.5	0.51	0.62
0.5	0.51	0.62
0.5	0.51	0.61
0.5	0.51	0.61
0.5	0.51	0.61
0.5	0.51	0.6
0.5	0.51	0.6
0.5	0.51	0.59
0.5	0.51	0.6
0.5	0.51	0.61
0.5	0.51	0.62
0.5	0.51	0.63
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.66
0.5	0.51	0.66
0.5	0.51	0.66
0.5	0.51	0.66
0.5	0.51	0.67
0.5	0.51	0.66
0.5	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.66
0.5	0.51	0.66
0.5	0.51	0.67
0.5	0.51	0.66
0.5	0.51	0.67
0.5	0.51	0.66
0.5	0.51	0.65
0.5	0.51	0.66
0.5	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.63
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.66
0.5	0.51	0.65
0.5	0.51	0.66
0.5	0.51	0.67
0.5	0.51	0.67
0.5	0.51	0.67
0.5	0.51	0.67
0.5	0.51	0.67
0.5	0.51	0.68
0.5	0.51	0.68
0.5	0.51	0.67
0.5	0.51	0.66
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.63
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.63
0.5	0.51	0.62
0.5	0.51	0.63
0.5	0.51	0.62
0.5	0.51	0.62
0.5	0.51	0.61
0.5	0.51	0.61
0.5	0.51	0.62
0.5	0.51	0.63
0.49	0.51	0.64
0.49	0.51	0.65
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.65
0.5	0.51	0.66
0.5	0.51	0.67
0.5	0.51	0.66
0.5	0.51	0.66
0.5	0.51	0.67
0.5	0.51	0.67
0.5	0.51	0.67
0.5	0.51	0.67
0.5	0.51	0.68
0.5	0.51	0.6899999999999999
0.5	0.51	0.7
0.5	0.51	0.71
0.5	0.51	0.72
0.5	0.51	0.73
0.5	0.51	0.73
0.5	0.51	0.72
0.5	0.51	0.72
0.5	0.51	0.71
0.5	0.51	0.71
0.5	0.51	0.72
0.5	0.51	0.72
0.5	0.51	0.71
0.5	0.51	0.72
0.5	0.51	0.73
0.5	0.51	0.74
0.5	0.51	0.75
0.5	0.51	0.75
0.5	0.51	0.76
0.5	0.51	0.77
0.5	0.51	0.77
0.5	0.51	0.78
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.8100000000000001
0.5	0.51	0.8
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.78
0.5	0.51	0.79
0.5	0.51	0.79
0.5	0.51	0.79
0.5	0.51	0.78
0.5	0.51	0.78
0.5	0.51	0.77
0.5	0.51	0.77
0.5	0.51	0.77
0.5	0.51	0.77
0.5	0.51	0.78
0.5	0.51	0.78
0.5	0.51	0.79
0.5	0.51	0.79
0.5	0.51	0.79
0.5	0.51	0.79
0.5	0.51	0.78
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.8100000000000001
0.5	0.51	0.8100000000000001
0.5	0.51	0.82
0.5	0.51	0.8100000000000001
0.5	0.51	0.8100000000000001
0.5	0.51	0.8
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.8100000000000001
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.8100000000000001
0.5	0.51	0.8
0.5	0.51	0.8
0.5	0.51	0.8100000000000001
0.5	0.51	0.8100000000000001
0.5	0.51	0.8
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.8100000000000001
0.5	0.51	0.8
0.5	0.51	0.8100000000000001
0.5	0.51	0.82
0.5	0.51	0.8100000000000001
0.5	0.51	0.8100000000000001
0.5	0.51	0.8100000000000001
0.5	0.51	0.8100000000000001
0.5	0.51	0.8100000000000001
0.5	0.51	0.8
0.5	0.51	0.8100000000000001
0.5	0.51	0.8
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.79
0.5	0.51	0.79
0.5	0.51	0.79
0.5	0.51	0.78
0.5	0.51	0.78
0.5	0.51	0.77
0.5	0.51	0.77
0.5	0.51	0.78
0.5	0.51	0.78
0.5	0.51	0.78
0.5	0.51	0.77
0.5	0.51	0.77
0.5	0.51	0.77
0.5	0.51	0.78
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.79
0.5	0.51	0.79
0.5	0.51	0.78
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.8
0.5	0.51	0.79
0.5	0.51	0.79
0.5	0.51	0.78
0.5	0.51	0.79
0.5	0.51	0.78
0.5	0.51	0.77
0.5	0.51	0.76
0.5	0.51	0.77
0.5	0.51	0.76
0.5	0.51	0.77
0.5	0.51	0.76
0.5	0.51	0.75
0.5	0.51	0.76
0.5	0.51	0.75
0.5	0.51	0.76
0.5	0.51	0.76
0.5	0.51	0.77
0.5	0.51	0.76
0.5	0.51	0.76
0.5	0.51	0.77
0.5	0.51	0.78
0.5	0.51	0.78
0.5	0.51	0.77
0.5	0.51	0.76
0.5	0.51	0.75
0.5	0.51	0.76
0.5	0.51	0.77
0.5	0.51	0.77
0.5	0.51	0.78
0.5	0.51	0.78
0.5	0.51	0.79
0.5	0.51	0.78
0.5	0.51	0.79
0.5	0.51	0.78
0.5	0.51	0.79
0.5	0.51	0.78
0.5	0.51	0.77
0.5	0.51	0.76
0.5	0.51	0.77
0.5	0.51	0.78
0.5	0.51	0.77
0.5	0.51	0.78
0.5	0.51	0.79
0.5	0.51	0.78
0.5	0.51	0.77
0.5	0.51	0.77
0.5	0.51	0.76
0.5	0.51	0.76
0.5	0.51	0.77
0.5	0.51	0.76
0.5	0.51	0.75
0.5	0.51	0.74
0.5	0.51	0.74
0.5	0.51	0.73
0.5	0.51	0.74
0.5	0.51	0.73
0.5	0.51	0.72
0.5	0.51	0.73
0.5	0.51	0.72
0.5	0.51	0.73
0.5	0.51	0.73
0.5	0.51	0.73
0.5	0.51	0.72
0.5	0.51	0.71
0.5	0.51	0.72
0.5	0.51	0.71
0.5	0.51	0.72
0.5	0.51	0.72
0.5	0.51	0.73
0.5	0.51	0.74
0.5	0.51	0.74
0.5	0.51	0.75
0.5	0.51	0.74
0.5	0.51	0.73
0.5	0.51	0.73
0.5	0.51	0.72
0.5	0.51	0.72
0.5	0.51	0.71
0.5	0.51	0.71
0.5	0.51	0.7
0.5	0.51	0.7
0.5	0.51	0.7
0.5	0.51	0.71
0.5	0.51	0.72
0.5	0.51	0.71
0.5	0.51	0.72
0.5	0.51	0.71
0.5	0.51	0.72
0.5	0.51	0.71
0.5	0.51	0.72
0.5	0.51	0.71
0.5	0.51	0.71
0.5	0.51	0.72
0.5	0.51	0.72
0.5	0.51	0.73
0.5	0.51	0.72
0.5	0.51	0.72
0.5	0.51	0.72
0.5	0.51	0.73
0.5	0.51	0.72
0.5	0.51	0.72
0.5	0.51	0.73
0.5	0.51	0.73
0.5	0.51	0.73
0.5	0.51	0.72
0.5	0.51	0.72
0.5	0.51	0.73
0.5	0.51	0.73
0.5	0.51	0.74
0.5	0.51	0.74
0.5	0.51	0.75
0.5	0.51	0.75
0.5	0.51	0.75
0.5	0.51	0.76
0.5	0.51	0.76
0.5	0.51	0.75
0.5	0.51	0.76
0.5	0.51	0.76
0.5	0.51	0.75
0.5	0.51	0.75
0.5	0.51	0.76
0.5	0.51	0.75
0.5	0.51	0.76
0.5	0.51	0.75
0.5	0.51	0.74
0.5	0.51	0.74
0.5	0.51	0.73
0.5	0.51	0.74
0.5	0.51	0.74
0.5	0.51	0.74
0.5	0.51	0.74
0.5	0.51	0.73
0.5	0.51	0.73
0.5	0.51	0.72
0.5	0.51	0.71
0.5	0.51	0.72
0.5	0.51	0.72
0.5	0.51	0.72
0.5	0.51	0.72
0.5	0.51	0.71
0.5	0.51	0.71
0.5	0.51	0.7
0.5	0.51	0.7
0.5	0.51	0.7
0.5	0.51	0.71
0.5	0.51	0.71
0.5	0.51	0.7
0.5	0.51	0.6899999999999999
0.5	0.51	0.6899999999999999
0.5	0.51	0.68
0.5	0.51	0.68
0.5	0.51	0.6899999999999999
0.5	0.51	0.6899999999999999
0.5	0.51	0.7
0.5	0.51	0.7
0.5	0.51	0.6899999999999999
0.5	0.51	0.7
0.5	0.51	0.71
0.5	0.51	0.71
0.5	0.51	0.72
0.5	0.51	0.71
0.5	0.51	0.72
0.5	0.51	0.71
0.5	0.51	0.71
0.5	0.51	0.72
0.5	0.51	0.73
0.5	0.51	0.72
0.5	0.51	0.73
0.5	0.51	0.74
0.5	0.51	0.74
0.5	0.51	0.75
0.5	0.51	0.74
0.5	0.51	0.74
0.5	0.51	0.73
0.5	0.51	0.73
0.5	0.51	0.72
0.5	0.51	0.72
0.5	0.51	0.72
0.5	0.51	0.71
0.5	0.51	0.71
0.5	0.51	0.7
0.5	0.51	0.7
0.5	0.51	0.6899999999999999
0.5	0.51	0.7
0.5	0.51	0.6899999999999999
0.5	0.51	0.6899999999999999
0.5	0.51	0.6899999999999999
0.5	0.51	0.7
0.5	0.51	0.6899999999999999
0.5	0.51	0.68
0.5	0.51	0.67
0.5	0.51	0.66
0.5	0.51	0.66
0.5	0.51	0.65
0.5	0.51	0.64
0.5	0.51	0.63
0.5	0.51	0.62
0.5	0.51	0.63
0.5	0.51	0.63
0.5	0.51	0.63
0.5	0.51	0.64
0.5	0.51	0.64
0.5	0.51	0.63
0.5	0.51	0.62
0.5	0.51	0.61
0.5	0.51	0.6
0.5	0.51	0.6
0.5	0.51	0.59
0.5	0.51	0.58
0.5	0.51	0.57
0.5	0.51	0.58
0.5	0.51	0.57
0.5	0.51	0.57
0.5	0.51	0.5600000000000001
0.5	0.51	0.5600000000000001
0.5	0.51	0.55
0.5	0.51	0.5600000000000001
0.5	0.51	0.57
0.5	0.51	0.57
0.5	0.51	0.5600000000000001
0.5	0.51	0.57
0.5	0.51	0.57
0.5	0.51	0.58
0.5	0.51	0.58
0.5	0.51	0.58
0.5	0.51	0.59
0.5	0.51	0.58
0.5	0.51	0.57
0.5	0.51	0.58
0.5	0.51	0.58
0.5	0.51	0.57
0.5	0.51	0.57
0.5	0.51	0.57
0.5	0.51	0.58
0.5	0.51	0.58
0.5	0.51	0.59
0.5	0.51	0.6
0.5	0.51	0.61
0.5	0.51	0.61
0.5	0.51	0.61
0.5	0.51	0.62
0.5	0.52	0.63
0.5	0.52	0.62
0.5	0.52	0.63
0.5	0.52	0.64
0.5	0.52	0.65
0.5	0.52	0.65
0.5	0.52	0.64
0.5	0.52	0.63
0.5	0.52	0.63
0.5	0.52	0.64
0.5	0.52	0.63
0.5	0.52	0.64
0.5	0.52	0.63
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.62
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.63
0.5	0.52	0.62
0.5	0.52	0.63
0.5	0.52	0.62
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.51	0.59
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.63
0.5	0.52	0.62
0.5	0.51	0.61
0.5	0.52	0.62
0.5	0.51	0.63
0.5	0.52	0.63
0.5	0.52	0.64
0.5	0.52	0.65
0.5	0.52	0.64
0.5	0.51	0.64
0.5	0.51	0.63
0.5	0.52	0.62
0.5	0.51	0.62
0.5	0.51	0.63
0.5	0.51	0.62
0.5	0.52	0.61
0.5	0.51	0.62
0.5	0.51	0.61
0.5	0.52	0.62
0.5	0.51	0.62
0.5	0.51	0.61
0.5	0.51	0.6
0.5	0.51	0.61
0.5	0.51	0.6
0.5	0.51	0.61
0.5	0.51	0.62
0.5	0.51	0.62
0.5	0.51	0.61
0.5	0.51	0.61
0.5	0.51	0.62
0.5	0.51	0.61
0.5	0.51	0.61
0.5	0.51	0.62
0.5	0.51	0.61
0.5	0.51	0.61
0.5	0.51	0.6
0.5	0.51	0.59
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.58
0.5	0.52	0.58
0.5	0.52	0.58
0.5	0.52	0.59
0.5	0.52	0.58
0.5	0.52	0.59
0.5	0.52	0.59
0.5	0.52	0.58
0.5	0.52	0.57
0.5	0.52	0.58
0.5	0.52	0.59
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.59
0.5	0.52	0.59
0.5	0.52	0.59
0.5	0.52	0.58
0.5	0.52	0.57
0.5	0.52	0.58
0.5	0.52	0.59
0.5	0.52	0.58
0.5	0.52	0.58
0.5	0.52	0.57
0.5	0.52	0.5600000000000001
0.5	0.52	0.57
0.5	0.52	0.58
0.5	0.52	0.58
0.5	0.52	0.57
0.5	0.52	0.58
0.5	0.52	0.57
0.5	0.52	0.58
0.5	0.52	0.59
0.5	0.52	0.58
0.5	0.52	0.57
0.5	0.52	0.5600000000000001
0.5	0.52	0.57
0.5	0.52	0.57
0.5	0.52	0.5600000000000001
0.5	0.52	0.55
0.5	0.52	0.5600000000000001
0.5	0.52	0.57
0.5	0.52	0.58
0.5	0.52	0.58
0.5	0.52	0.57
0.5	0.52	0.57
0.5	0.52	0.58
0.5	0.52	0.59
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.58
0.5	0.52	0.58
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.58
0.5	0.52	0.59
0.5	0.52	0.58
0.5	0.52	0.58
0.5	0.52	0.59
0.5	0.52	0.58
0.5	0.52	0.57
0.5	0.52	0.58
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.63
0.5	0.52	0.62
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.63
0.5	0.52	0.64
0.5	0.52	0.63
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.59
0.5	0.52	0.58
0.5	0.52	0.58
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.63
0.5	0.52	0.62
0.5	0.52	0.63
0.5	0.52	0.63
0.5	0.52	0.63
0.5	0.52	0.64
0.5	0.52	0.63
0.5	0.52	0.64
0.5	0.52	0.64
0.5	0.52	0.63
0.5	0.52	0.62
0.5	0.52	0.62
0.5	0.52	0.63
0.5	0.52	0.63
0.5	0.52	0.64
0.5	0.52	0.65
0.5	0.52	0.65
0.5	0.52	0.64
0.5	0.52	0.63
0.5	0.52	0.63
0.5	0.52	0.62
0.5	0.52	0.63
0.5	0.52	0.64
0.5	0.52	0.65
0.5	0.52	0.66
0.5	0.52	0.67
0.5	0.52	0.68
0.5	0.52	0.67
0.5	0.52	0.68
0.5	0.52	0.68
0.5	0.52	0.67
0.5	0.52	0.68
0.5	0.52	0.68
0.5	0.52	0.67
0.5	0.52	0.67
0.5	0.52	0.67
0.5	0.52	0.66
0.5	0.52	0.67
0.5	0.52	0.68
0.5	0.52	0.6899999999999999
0.5	0.52	0.7
0.5	0.52	0.7
0.5	0.52	0.7
0.5	0.52	0.7
0.5	0.52	0.71
0.5	0.52	0.7
0.5	0.52	0.6899999999999999
0.5	0.52	0.6899999999999999
0.5	0.52	0.68
0.5	0.52	0.68
0.5	0.52	0.6899999999999999
0.5	0.52	0.6899999999999999
0.5	0.52	0.6899999999999999
0.5	0.52	0.7
0.5	0.52	0.7
0.5	0.52	0.6899999999999999
0.5	0.52	0.68
0.5	0.52	0.67
0.5	0.52	0.67
0.5	0.52	0.67
0.5	0.52	0.67
0.5	0.52	0.68
0.5	0.52	0.67
0.5	0.52	0.67
0.51	0.52	0.67
0.5	0.52	0.66
0.5	0.52	0.65
0.5	0.52	0.64
0.5	0.52	0.63
0.5	0.52	0.64
0.5	0.52	0.63
0.5	0.52	0.64
0.5	0.52	0.63
0.5	0.52	0.62
0.5	0.52	0.63
0.5	0.52	0.63
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.63
0.5	0.52	0.63
0.5	0.52	0.62
0.5	0.52	0.63
0.5	0.52	0.64
0.5	0.52	0.64
0.5	0.52	0.65
0.5	0.52	0.66
0.5	0.52	0.65
0.5	0.52	0.65
0.5	0.52	0.66
0.5	0.52	0.67
0.5	0.52	0.68
0.5	0.52	0.68
0.5	0.52	0.68
0.5	0.52	0.67
0.5	0.52	0.68
0.5	0.52	0.68
0.5	0.52	0.68
0.5	0.52	0.68
0.5	0.52	0.6899999999999999
0.5	0.52	0.7
0.5	0.52	0.7
0.5	0.52	0.6899999999999999
0.5	0.52	0.6899999999999999
0.5	0.52	0.6899999999999999
0.5	0.52	0.68
0.5	0.52	0.68
0.5	0.52	0.67
0.5	0.52	0.66
0.5	0.52	0.65
0.5	0.52	0.65
0.5	0.52	0.65
0.5	0.52	0.64
0.5	0.52	0.65
0.5	0.52	0.64
0.5	0.52	0.65
0.5	0.52	0.65
0.5	0.52	0.66
0.5	0.52	0.65
0.5	0.52	0.65
0.5	0.52	0.65
0.5	0.52	0.64
0.5	0.52	0.63
0.5	0.52	0.63
0.5	0.52	0.63
0.5	0.52	0.64
0.5	0.52	0.65
0.5	0.52	0.66
0.5	0.52	0.66
0.5	0.52	0.65
0.5	0.52	0.65
0.5	0.52	0.64
0.5	0.52	0.65
0.5	0.52	0.65
0.5	0.52	0.65
0.5	0.52	0.64
0.5	0.52	0.63
0.5	0.52	0.63
0.5	0.52	0.64
0.5	0.52	0.65
0.5	0.52	0.66
0.5	0.52	0.67
0.5	0.52	0.66
0.5	0.52	0.65
0.5	0.52	0.64
0.5	0.52	0.63
0.5	0.52	0.63
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.59
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.58
0.5	0.52	0.58
0.5	0.52	0.59
0.5	0.52	0.59
0.5	0.52	0.59
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.59
0.5	0.52	0.58
0.5	0.52	0.58
0.5	0.52	0.58
0.5	0.52	0.59
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.52	0.61
0.5	0.52	0.62
0.5	0.52	0.62
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.61
0.5	0.52	0.6
0.5	0.52	0.6
0.5	0.52	0.59
